id;ime;link;tip_aplikacije;cena;znižanje;datum_izdaje;izdajatelj;založnik;ocene;žanri;št_dosežkov;opis
1754770;贸易与马车;https://store.steampowered.com/app/1754770/_;Game;2,39€;No discount;16 Dec, 2021;SiTong Tech;SiTong Tech;No reviews;('Indie', 'RPG');5;一款以商品贸易为主要内容的游戏。在一个西幻风格下的大陆展开您的贸易，经历有趣的故事！
2221230;Candyboy;https://store.steampowered.com/app/2221230/Candyboy;Game;Free;No discount;19 Dec, 2022;Staring Skull Studio;Staring Skull Studio;No reviews;('Action', 'Adventure', 'Free To Play');No achievements;Make it through Halloween in this NES inspired, candy filled adventure!
2281700;Crystal Storm;https://store.steampowered.com/app/2281700/Crystal_Storm;Game;2,99€;No discount;30 Mar, 2023;Lukifah;Tekuani Games;No reviews;('Indie',);No achievements;Defend your castle, mine for minerals, and level up your wizarding powers in this thrilling action-roguelike game. Grab your wand and prepare to fight off magical foes in this epic battle for survival!
2419640;Elzzup;https://store.steampowered.com/app/2419640/Elzzup;Game;3,99€;No discount;6 Sep, 2023;Moumix;Moumix;No reviews;('Casual', 'Indie');5;In Elzzup, your goal isn't to assemble a puzzle, but rather to disassemble it. The variety of tiles and increasingly complex interactions between them might make this task more complex than you think!
2463360;True Abstraction: Rewind;https://store.steampowered.com/app/2463360/True_Abstraction_Rewind;Game;6,89€;No discount;13 May, 2024;PrismBytes;PrismBytes;No reviews;('Action', 'Adventure');16;Solve puzzles in a secret, Lunar facility, while trying to not get killed by whatever nightmare still roams the chambers.
2846860;Smash and Bash Monsters: Prologue;https://store.steampowered.com/app/2846860/Smash_and_Bash_Monsters_Prologue;Game;Free;No discount;22 Jul, 2024;DuGringo;DuGringo;No reviews;('Action', 'Casual', 'Indie', 'RPG', 'Free To Play');No achievements;Epilogue for Smash and Bash Monsters. An addicting Clicker-Looter game where you defeat Thousands of monsters to loot equipment and get stronger, that can be as Relaxing or Frenetic as you like!
2874870;Edgeless;https://store.steampowered.com/app/2874870/Edgeless;Game;Free;No discount;26 Apr, 2024;MrPeetah Games;MrPeetah Games;No reviews;('Casual', 'Indie', 'Free To Play');12;Start with the edge pieces? No way! Try this challenging, yet approachable, 63 piece jigsaw game that has no edge pieces! 50 jigsaws to complete or choose your own!
1464400;Mead Crafter;https://store.steampowered.com/app/1464400/Mead_Crafter;Game;Free;No discount;30 Sep, 2020;Viroid Games Inc.;Viroid Games Inc.;('Mostly Positive', '13', '76%');('Casual', 'Strategy');No achievements;What will your legacy be? Work hard to please royalty and guarantee a bright future for yourself and your family. Mead Crafter is a lively casual game that serves match-three fun with a twist!
2335250;Mini Sports;https://store.steampowered.com/app/2335250/Mini_Sports;Game;2,99€;No discount;7 Feb, 2024;BLOK Games;BLOK Games;No reviews;('Casual', 'Indie', 'Sports');12;Mini Sports is an online game with various exciting 1vs1 mini-games. Play against players from all over the world or invite your friends to compete against you and find out who's the better player.
2191270;Ease Out;https://store.steampowered.com/app/2191270/Ease_Out;Game;Free;No discount;17 Nov, 2022;ON Gaming Studio;ON Gaming Studio;('Mostly Positive', '23', '73%');('Casual', 'Free To Play', 'Indie', 'Early Access');No achievements;A 5/4/3/2/1 key rhythm game with fixed key rather than tracks
818620;Music Boy 3D;https://store.steampowered.com/app/818620/Music_Boy_3D;Game;Free;No discount;29 Mar, 2018;Victor Pukman;Victor Pukman;('Mostly Positive', '16', '75%');('Action', 'Indie', 'Early Access');8;Music Boy 3D is a rhythm-based 3D runner game with the unique webcam head-tracking technology. This game is distinguished by the accuracy and interactivity of the sound.
1619820;Operation: Pinkeye;https://store.steampowered.com/app/1619820/Operation_Pinkeye;Game;9,75€;No discount;1 Nov, 2022;Stormplay;Stormplay;('Mostly Positive', '12', '75%');('Action', 'Adventure', 'Indie');21;Experience the thrilling action of an arcade shooter with the freedom and exploration of a console shooter in Operation: Pinkeye, an intense new adventure from Scotland!
1664580;Terra Ventura;https://store.steampowered.com/app/1664580/Terra_Ventura;Game;12,79€;('75%', '3,19€');5 Sep, 2022;Logical Progression Games;Logical Progression Games;No reviews;('Action', 'Indie', 'RPG');15;Guide the shipwrecked hero through the mysterious land of dungeons & castles in this classic-style action RPG, combined with modern, streamlined features:, random loot, skill tree paths, player development, character customization, real-time combat and handcrafted maps.
1659180;TD Worlds;https://store.steampowered.com/app/1659180/TD_Worlds;Game;10,79€;No discount;9 Jan, 2022;NewOldMax;NewOldMax;('Mixed', '25', '68%');('Indie', 'Strategy');62;TD Worlds is a dynamic, highly strategical game that challenges your skill. Build an impenetrable defense and get ready to plunge into a new, unknown world to uncover its secrets. Use Twitch integration and play with your viewers.
1219030;InfiniWordSlide;https://store.steampowered.com/app/1219030/InfiniWordSlide;Game;3,99€;No discount;23 Dec, 2020;Reverse Impact;Reverse Impact;No reviews;('Casual', 'Indie', 'Strategy');No achievements;Inspired by the *tris family of games as well as the word search of the world, InfiniWordSlide gives you a score attack that will test your knowledge of the language, your ability to quickly react and reward good strategy. The controls are simple and the mechanics clear.
1274380;Etheldia Pepper;https://store.steampowered.com/app/1274380/Etheldia_Pepper;Game;3,99€;No discount;14 Apr, 2020;Etheldia;Etheldia;No reviews;('Adventure', 'RPG');No achievements;Etheldia Pepper is a monster taming RPG inspired by titles such as Pokemon and Final Fantasy. With sixty species of characters to recruit and open ended progression letting you choose which elder to fight and when, Etheldia is a short and sweet game with almost infinite replayability.
1398820;Compost;https://store.steampowered.com/app/1398820/Compost;Game;2,39€;No discount;11 Sep, 2020;Midnight Warden;Superfantastic Productions;No reviews;('Action', 'Casual', 'Indie', 'Simulation');14;Compost is a gardening game. A god game-life simulator-fast paced arcade game. It's super duper fun and played with only a mouse. It's both intense and relaxing. Feel like a scientist as you play with shrubs and bugs. Mess with robots and make giant explosions.
1424380;Bunker Down;https://store.steampowered.com/app/1424380/Bunker_Down;Game;1,59€;No discount;15 Oct, 2020;Brett Schlereth;Brett Schlereth;No reviews;('Action', 'Casual', 'Indie');No achievements;Bunker Down is a bomb-survival genre game set in an apocalyptic city. The city is being overrun with aliens and you have to make your way to the bunker deep underground. Throw bombs being dropped from the sky to avoid your doom.
1446410;Slime with a Sword;https://store.steampowered.com/app/1446410/Slime_with_a_Sword;Game;1,99€;No discount;9 Nov, 2020;Quantum Isles;Quantum Isles;No reviews;('Casual',);No achievements;Enjoy the latest in slime simulation technology from Quantum Isles as you try to survive this grassy gauntlet.
1466140;Sluggy Jean Takes a Hike;https://store.steampowered.com/app/1466140/Sluggy_Jean_Takes_a_Hike;Game;0,79€;No discount;15 Nov, 2020;JEEJ AND JOE GAMES;The PhyzBot Group;No reviews;('Action', 'Adventure', 'Casual', 'Indie');No achievements;Sluggy Jean is a game utilizing a unique puzzle-platformer style!
1479760;NA.NO;https://store.steampowered.com/app/1479760/NANO;Game;3,99€;No discount;20 Jan, 2021;Arcade Essence;Arcade Essence;No reviews;('Casual', 'Indie', 'Early Access');No achievements;Pilot your nanobot to defy the bloodstream, the gravity and the physics, unlock new weapons and capabilities from special hormones captured along the way. Fight the various bacteria and menacing virus with a classic gameplay mechanic and save your organism from infection.
1508440;Rage Chicken 2;https://store.steampowered.com/app/1508440/Rage_Chicken_2;Game;4,99€;No discount;5 Nov, 2021;Adequate Frustration;Adequate Frustration;No reviews;('Action', 'Indie');12;Happiness is fleeting, the struggle is endless. You click and drag your mouse to direct your jump, and that's all you need to reach the end. The objective is simple - get to the top and escape.
1527960;The Help Desk;https://store.steampowered.com/app/1527960/The_Help_Desk;Game;2,99€;No discount;10 Mar, 2021;Aline Seko;Leonardo Batista;No reviews;('Action', 'Indie');26;Do you think you can go all the way?
1531200;Pixelstar Hero;https://store.steampowered.com/app/1531200/Pixelstar_Hero;Game;0,79€;No discount;15 Feb, 2021;Ocho Cat LLC;Ocho Cat LLC;No reviews;('RPG',);No achievements;A sci-fi turn-based roguelike adventure.
1555900;Life Is Not The End!;https://store.steampowered.com/app/1555900/Life_Is_Not_The_End;Game;0,79€;No discount;10 Mar, 2021;PIXSYNT;PIXSYNT;No reviews;('Casual', 'Indie');No achievements;Help the hero get out of limbo. Get to level 25 and learn its history. Jump on the platforms. Beware of shurikens and shoot the activators. Search the level for the entrance to the next level, but be careful! Platforms are destructible - do not make unnecessary movements!
1642600;Mud River;https://store.steampowered.com/app/1642600/Mud_River;Game;5,89€;No discount;21 Sep, 2021;Felipe Mattar;RocpainGames;No reviews;('Action', 'Casual', 'Indie');8;Mud River is a horizontal 2D Shoot‘em Up game. The Rio Doce (Sweet River) was a paradise for mankind and animals, but now it has become a territory destroyed by the unscrupulous activities of Dr. Wellin. This is Pacal's first destination, ascending the Rio Doce preventing its complete destruction.
1654620;Adventures of Human Being;https://store.steampowered.com/app/1654620/Adventures_of_Human_Being;Game;4,99€;No discount;28 Jul, 2021;RK Jain;RK Jain;No reviews;('Adventure', 'Indie');No achievements;ONE GAME, TWO COLOURS. ONE ADVENTURE, MANY PUZZLES. A short story-based 2-D Puzzle-Adventurer with a 1-Bit Pixel art style.
1678980;Reef Rumble;https://store.steampowered.com/app/1678980/Reef_Rumble;Game;2,99€;No discount;11 Feb, 2022;Maxime Martens;Rhapsodie;No reviews;('Action', 'Casual', 'Indie');22;Take control of your custom jellyfish and battle with your friends in highly dynamic physic-based fights, for fun or to see who is the best. Step into the ring for 2 to 4 players clashes. Pierce the weak spot of your opponents using submarine dangers to score points.
1701400;HangTogether;https://store.steampowered.com/app/1701400/HangTogether;Game;4,99€;No discount;31 Aug, 2021;Crowbox Interactive;Crowbox Interactive;No reviews;('Casual', 'Indie', 'Strategy');18;HangTogether is a Online-Coop Hangman game that can also be played alone.
1714430;Time's Up in Tiny Town;https://store.steampowered.com/app/1714430/Times_Up_in_Tiny_Town;Game;4,99€;No discount;14 Oct, 2021;6 Toad Games;6 Toad Games;No reviews;('Casual', 'Simulation', 'Strategy');No achievements;Time's Up in Tiny Town is a fast-paced city-builder, in a pocket-sized world.
1726180;Old Gods;https://store.steampowered.com/app/1726180/Old_Gods;Game;4,99€;No discount;19 May, 2022;Poison Dart Frog;Poison Dart Frog;No reviews;('Adventure', 'Indie', 'RPG', 'Early Access');3;It looks like you have died. But neither heaven nor hell await you. Assigned a fate from the two creators you will be sent back to life with the task of overthrowing the false gods. Exciting fights, difficult puzzles and a colorful world of different creatures await you.
1807320;Bogdanoff vs. Wojak Simulator;https://store.steampowered.com/app/1807320/Bogdanoff_vs_Wojak_Simulator;Game;1,59€;No discount;20 Nov, 2021;Kristian Todt;Tofu Interactive;No reviews;('Casual', 'Indie', 'Simulation', 'Strategy');No achievements;Ever wanted to manipulate the world financial markets? Well now you can! Fight against the Wojaks of the world as you manipulate the world markets and destroy their savings. Carefully pick the correct stock and then choose whether to "Bompeet" or "Dompeet"
1821690;Sakura Sunshine;https://store.steampowered.com/app/1821690/Sakura_Sunshine;Game;3,99€;No discount;11 Nov, 2022;Vamprei;Vamprei;No reviews;('Action', 'Indie');8;Rei and her pet cat, Koneko, are brainstorming the perfect manga! Battle Rei's adorable inner-thoughts as she overcomes her writer's block, shoot'em-up style!
1838860;79 Pompeii;https://store.steampowered.com/app/1838860/79_Pompeii;Game;0,79€;No discount;7 Apr, 2022;Repolho Roxo Games;Repolho Roxo Games;No reviews;('Action', 'Adventure', 'Indie', 'Early Access');7;79 Pompeii is an adventure style game set in the ancient city of Pompeii, during the volcanic eruption that destroyed it in year 79.
1846740;AsteRoid Rage;https://store.steampowered.com/app/1846740/AsteRoid_Rage;Game;1,99€;No discount;31 Mar, 2023;Happy Helmsman;Happy Helmsman;No reviews;('Casual',);7;Destroy everything in this short casual physics game!
1926820;BURNER;https://store.steampowered.com/app/1926820/BURNER;Game;2,39€;No discount;10 May, 2022;Tecmiba;Tecmiba;No reviews;('Action',);No achievements;voxel style survival game with rouge like, platformer, and brawler elements, randomly generated levels in real time. sent to another dimension, burner must collect $50,000 to make it back home, upgrade stats and buy weapons between levels. In development since 2021.
1949330;Jigsaw Savant;https://store.steampowered.com/app/1949330/Jigsaw_Savant;Game;58,99€;No discount;30 Jun, 2022;Infinity Apparatus;Infinity Apparatus;No reviews;('Casual', 'Indie');95;Jigsaw Savant is a unique game combining gorgeous puzzles with an engaging and fun story about saving Christmas. You'll complete over 100 puzzles (with 4 difficulty levels to choose from and up to 615 pieces) as the story slowly unravels and you can save Christmas.
1956240;World of Music Interactive Simulator;https://store.steampowered.com/app/1956240/World_of_Music_Interactive_Simulator;Game;3,99€;No discount;27 May, 2022;The Brothers Bourque;The Brothers Bourque;No reviews;('Indie', 'Simulation', 'Early Access');No achievements;Find and collect over 50 fully-playable musical instruments scattered throughout the World of Music! Use your ears to solve puzzles and clamber to places heretofore undiscovered in this musical platformer from the creators of the World of Music YouTube series.
1984150;Lunar Camp Glenn;https://store.steampowered.com/app/1984150/Lunar_Camp_Glenn;Game;4,99€;No discount;23 May, 2022;Christopher Shove;SIMWERX LLC;No reviews;('Adventure', 'Simulation', 'Strategy');No achievements;Lunar Camp Glenn is a STEM education simulation based on NASA plans and technology for ARTEMIS mission lunar base. It is the only first-person player game to explore the moon for resources to survive and meet with different characters to cooperate or not.
1992480;Robo Legend;https://store.steampowered.com/app/1992480/Robo_Legend;Game;Free;No discount;10 Nov, 2022;Little Neuron LLC;Little Neuron LLC;No reviews;('Action', 'RPG');16;As Robo, you will decide the destiny of Gear Town and its robot people. Make decisive choices, explore biomes, solve puzzles and mini-games, battle hordes of robotic enemies in this cute pixel-art Twin Stick Shooter RPG, and write the Robo legend.
2054330;El Minero;https://store.steampowered.com/app/2054330/El_Minero;Game;3,99€;No discount;3 Jul, 2022;Sketchy Ceviche;Sketchy Ceviche;No reviews;('Action', 'Casual', 'Indie');No achievements;A laid back 2D Platformer game based on the unsung daily lives of miners.
2062800;Blockhead 2D;https://store.steampowered.com/app/2062800/Blockhead_2D;Game;6,89€;No discount;6 Jul, 2022;Kyvati Studios;Kyvati Studios;No reviews;('Action', 'Casual', 'Indie');27;Blockhead 2D features simple graphics, yet addictive gameplay. Have a head-smashing, blood splattering, good time with your friends, or challenge yourself in a match with the Blockhead AI™ in the singleplayer. If that's not enough, Blockhead 2D is also ripe with unique minigames. Check it out. :,)
2079280;Slingshot Adventure;https://store.steampowered.com/app/2079280/Slingshot_Adventure;Game;0,79€;No discount;22 Aug, 2022;Acará Game Studio;Acará Game Studio;No reviews;('Action', 'Adventure', 'Casual', 'Indie');No achievements;After making a slingshot Ralph decides to go on a journey between different scenarios to test his skills. Help him to overcome the challenges along his adventure.
2128410;World of Naples;https://store.steampowered.com/app/2128410/World_of_Naples;Game;0,99€;No discount;14 Dec, 2022;COUCHBROGAMES, LLC;COUCHBROGAMES, LLC;No reviews;('Action', 'Adventure', 'Casual', 'Indie');No achievements;Play single player or local co-op. Story mode or Brawler is up to you. Remote play with friends. Simple mechanics. 20 levels, 4 bosses, 6 PVP arenas.
2154700;Sokosignal;https://store.steampowered.com/app/2154700/Sokosignal;Game;2,99€;No discount;7 Oct, 2022;UP DEVELOPMENT LTD.;UP DEVELOPMENT LTD.;No reviews;('Casual', 'Indie');10;Sokosignal is a puzzle game in which you send a signal with each move you make.
2267310;Quadice;https://store.steampowered.com/app/2267310/Quadice;Game;3,99€;No discount;31 Jan, 2023;Euphionia Studio;Euphionia Studio;No reviews;('Casual', 'Indie', 'Strategy');No achievements;A Tile-Matching Puzzle Game
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
2323730;Shelltered;https://store.steampowered.com/app/2323730/Shelltered;Game;0,99€;No discount;7 Mar, 2023;HinterlandQuesting;HinterlandQuesting;No reviews;('Adventure', 'Indie');8;Shelltered is a short and Difficult Precision Platformer, inspired by Dream-Exploration games and a world depicted through the eyes of two young birds who's about to leave the comfort of their shelter.
2361040;CAWEZ's Puzzlebox: HIRAETH;https://store.steampowered.com/app/2361040/CAWEZs_Puzzlebox_HIRAETH;Game;Free;No discount;1 Aug, 2024;CAWEZ Studios;CAWEZ Studios;No reviews;('Casual', 'Indie', 'Strategy', 'Free To Play');No achievements;CAWEZ's Puzzlebox: HIRAETH is a game about mind-bending puzzles and unique platforming challenges, all with a dreamy atmosphere and physics-defying mechanics.
2403900;The Blood Mage by Daniel da Silva;https://store.steampowered.com/app/2403900/The_Blood_Mage_by_Daniel_da_Silva;Game;1,99€;No discount;18 May, 2023;Daniel da Silva;SmokeSomeFrogs;No reviews;('Adventure', 'Indie', 'RPG');1;The Blood Mage is a fast-paced Puzzle/RPG hybrid. Reach the powerful blood crystal!
2434300;Barkelona;https://store.steampowered.com/app/2434300/Barkelona;Game;2,99€;No discount;6 Jun, 2023;Hood Mentality Software;Hood Mentality Software;No reviews;('Casual', 'Indie');8;Learning Spanish is Ruff!
2465530;As Talk As Walk Wayfarer Team - One Percent Sleepy;https://store.steampowered.com/app/2465530/As_Talk_As_Walk_Wayfarer_Team__One_Percent_Sleepy;Game;0,99€;No discount;28 Aug, 2023;HeQingHill Game Studio;HeQingHill Game Studio;No reviews;('Casual',);No achievements;It's a boring hypnotic game in the Land of Music. All you have to do is count sheep, count sheep, count sheep,,, flock.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
2475720;Sumo Tanks;https://store.steampowered.com/app/2475720/Sumo_Tanks;Game;9,75€;No discount;21 May, 2024;Mountain Peke Games;Mountain Peke Games;No reviews;('Action', 'Casual', 'Indie');8;SUMO TANKS is the tank arena fighter where 2-8 players shoot and ram each other to be the last standing in the ring. Select your tank and claim the title of GRAND SUMO TANK CHAMPION.
2475730;Mtn Chaos;https://store.steampowered.com/app/2475730/Mtn_Chaos;Game;1,99€;No discount;12 Oct, 2023;TnT Gamez LLC;TnT Gamez LLC;No reviews;('Casual', 'Indie', 'Racing');No achievements;Conquer treacherous mountain terrain in Mtn Chaos! Drive powerful off-road vehicles, jump ramps, dodge obstacles, and customize your ride. Experience intense racing and thrilling challenges in this adrenaline-fueled off-road adventure!
2495950;PongBall;https://store.steampowered.com/app/2495950/PongBall;Game;1,99€;No discount;22 Jul, 2023;NerxStudio;NerxStudio;No reviews;('Sports', 'Early Access');17;Do you remember one of the first games ever made? We've reimagined it in a modern way! Use your skills, open cases, unlock new skins, beat your opponents, play with friends, and experience so much more in PongBall!
2519240;Feywing;https://store.steampowered.com/app/2519240/Feywing;Game;2,99€;No discount;31 Oct, 2023;Dinoleaf LLC;Dinoleaf LLC;No reviews;('Adventure', 'Indie');6;Feywing is a short game loosely inspired by classic internet ritual stories. You must memorize and navigate the strange environment of the Crossroads to collect materials for the ritual, and escape the Crossroads. During all of this, the whimsical Feywing will be there to guide you along.
2561860;Kappa Kanji Adventure;https://store.steampowered.com/app/2561860/Kappa_Kanji_Adventure;Game;9,75€;No discount;11 Sep, 2023;Tenshisjv;Tenshisjv;No reviews;('Adventure', 'Casual', 'Indie');No achievements;"Kappa Kanji Adventure" is an innovative and educational platformer game that combines the excitement of fast-paced jumping challenges with the intricate art of learning Kanji characters. Player embark on a thrilling adventure where their linguistic and platforming skills are put to the test.
2638610;Spotless;https://store.steampowered.com/app/2638610/Spotless;Game;9,75€;No discount;12 Jul, 2024;Ghostie Games;Ghostie Games;No reviews;('Action',);49;Clean, Clash, and Collect across the crummiest corners of this Single-Player Rogue-Lite. Spend your meager earnings wisely on both permanent and temporary upgrades, so that even the thriving haunts of cute and creepy creatures can’t stop you from cleaning until everything is Spotless!
2671800;Midnight Blanc;https://store.steampowered.com/app/2671800/Midnight_Blanc;Game;3,99€;No discount;7 Dec, 2023;Movisum;Movisum;No reviews;('Adventure', 'Indie', 'Simulation', 'Strategy');4;A horror game where you pilot a crude sealed airplane over the North Atlantic.
2674990;Desolate Realms;https://store.steampowered.com/app/2674990/Desolate_Realms;Game;3,99€;No discount;6 Jan, 2024;Ego;Ego;No reviews;('Action', 'Casual', 'Indie', 'RPG', 'Early Access');33;Desolate Realms is a top down horde mode, survival, rouge-like with tons of content. Multiple maps, weapons, and items to explore and create player builds to make each run unique!
2687130;Aculeata;https://store.steampowered.com/app/2687130/Aculeata;Game;6,89€;No discount;29 Dec, 2023;AgaveStorm Inc.;AgaveStrom Inc.;No reviews;('Action', 'Indie', 'Early Access');No achievements;Armageddon is over and even the Death abandon this ruined world. Relax and watch the seeds of new life growing from the ashes. 2D action game with RPG elements.
2694390;Synthwave Runner;https://store.steampowered.com/app/2694390/Synthwave_Runner;Game;0,99€;No discount;4 Dec, 2023;Schwan OG;Schwan OG;No reviews;('Action', 'Racing');100;Synthwave Runner is a casual game where you have to jump over different obstacle to keep running and increase your highscore in an stunning synthwave style.100x Steam Achievments (just start the game)
2720340;Cole Dingo's Vtuber Blackjack;https://store.steampowered.com/app/2720340/Cole_Dingos_Vtuber_Blackjack;Game;3,--€;No discount;28 Mar, 2024;Liberty Punk;Liberty Punk;No reviews;('Casual', 'Indie', 'Simulation', 'Strategy');No achievements;You like streaming? You like blackjack? Cole Dingo's Vtuber BlackJack is a game where you can play blackjack on stream with your audience with you as the dealer!
2731910;Space Traveler's Brain Creator;https://store.steampowered.com/app/2731910/Space_Travelers_Brain_Creator;Game;0,99€;No discount;2 Jan, 2024;Daotuan Wang;Daotuan Wang;No reviews;('Casual', 'Indie', 'Strategy', 'Early Access');No achievements;Save your cognitive brain here! Spatial navigation and working memory boost plan. Kill dementia today and everyday.
2764100;Ultimator;https://store.steampowered.com/app/2764100/Ultimator;Game;0,99€;No discount;26 Feb, 2024;Blackcan;Blackcan;No reviews;('Action', 'Adventure', 'Indie');12;Welcome to Ultimator: The Ultimate Reaction Challenge! Gear up for a gaming challenge that demands precision – Ultimator is not just a game:, it's a thrilling adventure filled with relentless enemies, epic bosses, and non-stop action!
2764650;Devastating Fog;https://store.steampowered.com/app/2764650/Devastating_Fog;Game;4,99€;No discount;21 Jun, 2024;juk3n;juk3n;No reviews;('Action', 'Indie');9;Devastating Fog is a top-down survival shooter roguelike game. You play as one of the few survivors, whose goal is to reclaim the Earth from the fog. Fight enemies and upgrade your weapon. Discover the deserted post-apocalyptic world where everything wants you dead.
2770320;The Dungeon-Dungeon Awaits;https://store.steampowered.com/app/2770320/The_DungeonDungeon_Awaits;Game;9,75€;No discount;24 Jun, 2024;ChillCash;ChillCash;No reviews;('Adventure', 'Indie', 'Strategy');33;Every chess piece has a unique shape of moves. Dungeon-Dungeon is an engaging traditional roguelike where each enemy and weapon has a unique shape. You'll outsmart countless foes, craft absurdly broken builds, and overthrow the Three-Faced God. What move will you make?
2779930;Demons and Doobins;https://store.steampowered.com/app/2779930/Demons_and_Doobins;Game;4,99€;No discount;21 Feb, 2024;chrisamerica;chrisamerica;No reviews;('Casual', 'Indie');No achievements;Sneak, Scirm, Doob.... all things you'll do in Demons and Doobins, the 2nd most fun game on Steam. Demons and Doobins is a multiplayer game meant for some stupid fun with friends.
2786280;洞天;https://store.steampowered.com/app/2786280/_;Game;1,99€;No discount;1 Feb, 2024;Akashi game;Akashi game;No reviews;('Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy');6;关于这款游戏在充满怪物的洞天中，坚持到最后并击杀boss，夺取洞天的灵气！通过类似幸运房东的升级系统组成你的牌库，对你的能力进行提升、使能力进化！你将成为洞天的幸存者，还是会成为一抔黄土？
2805580;Undying Harvest;https://store.steampowered.com/app/2805580/Undying_Harvest;Game;4,99€;No discount;1 Mar, 2024;Birddie Software;Birddie Software;No reviews;('Action', 'Casual', 'Indie', 'RPG', 'Early Access');3;The pesky undead are after your crops! Do you have what it takes to defend your farm against these hordes of undead?
2815800;Anomalytics: From the Files of the Arcane Statistics Authority;https://store.steampowered.com/app/2815800/Anomalytics_From_the_Files_of_the_Arcane_Statistics_Authority;Game;4,99€;No discount;28 Mar, 2024;Happy Accident Studios;Happy Accident Studios;No reviews;('Action', 'Indie', 'Simulation');16;As an agent of the Arcane Statistics Authority, delve into the concrete depths of abandoned warehouses, malicious start-ups, and redacted art exhibitions to log arcane phenomena. Armed with your trusty calculator and a trove of empirical equipment, prepare to combat the unknown ... by measuring it.
2832820;Mystic Guardians Slide;https://store.steampowered.com/app/2832820/Mystic_Guardians_Slide;Game;0,99€;No discount;19 Feb, 2024;Fun Mind Games;Fun Mind Games;No reviews;('Casual', 'Indie');100;Enjoy the mystical guardians slide puzzle journey. Get ready for a unique experience
2846040;Glow Hockey;https://store.steampowered.com/app/2846040/Glow_Hockey;Game;2,99€;No discount;14 Mar, 2024;Ariya Studio Co., Ltd.;Ariya Studio Co., Ltd.;No reviews;('Casual', 'Indie', 'Simulation', 'Sports');No achievements;Glow Hockey delivers a new style of hockey game. Easy to play, hard to master. Challenge yourself with your friend and the computer opponents!
2850860;Time Avarice;https://store.steampowered.com/app/2850860/Time_Avarice;Game;0,99€;No discount;11 Apr, 2024;Desastreger;Desastreger;No reviews;('Action',);No achievements;Time is your currency and challenge. Destroy crystals for time:, lose it if they vanish. Every run offers new power-ups, with choices that shape your journey. Unlock more as you play, all set in a visually dynamic, arcade-inspired space roguelite.
2865890;Keep The House Warm;https://store.steampowered.com/app/2865890/Keep_The_House_Warm;Game;2,99€;No discount;21 Mar, 2024;jounistudios;jounistudios;No reviews;('Indie',);No achievements;Your task is to keep the house warm by carrying wood chips to the heater. Brave the cold, engage in ice fishing for survival and see how long you can endure the cold challenge!
2872740;Year Unknown Demo;https://store.steampowered.com/app/2872740/Year_Unknown_Demo;Demo;Free;No discount;29 May, 2024;Julian Heuser;Julian Heuser;No reviews;('Adventure', 'Indie');No achievements;The beginning of Year Unknown, a story-based exploration game about the very far future. With the help of two Artificial Intelligences, explore a universe conquered by humanity, uncover your purpose in it, and try to stop it from falling apart.
2905120;Spaceborne Survivors;https://store.steampowered.com/app/2905120/Spaceborne_Survivors;Game;2,99€;No discount;15 Apr, 2024;Dmitry Ryabchuk;Dmitry Ryabchuk;No reviews;('Action', 'Casual', 'Indie', 'RPG', 'Early Access');No achievements;Slice, dice and blow up thousands of enemy ships! Spaceborne Survivors is a sci-fi casual game with rogue-lite elements, where your choices can allow you to become a mecha menace against huge enemy fleets invading your space system.
2922030;Pixel Hunt;https://store.steampowered.com/app/2922030/Pixel_Hunt;Game;1,99€;No discount;11 Jul, 2024;Art;Art;No reviews;('Casual', 'Indie');12;Use unique cursors to find and fix simulated defective pixels on your desktop in this relaxing hidden object game. Enjoy multiple singleplayer modes and online multiplayer with friends, exploring others' desktops or inviting them to yours. Become a pixel hunter!
2935610;Boxmania;https://store.steampowered.com/app/2935610/Boxmania;Game;4,99€;No discount;6 Jun, 2024;Mannon Zane Wallace;Mannon Zane Wallace;No reviews;('Casual', 'Indie', 'Strategy');7;Boxmania is a 2D puzzle game designed to be challenging, fun, and to make the player think on every level. Each of the 50 levels is created to show unique aspects of the simple concept of moving boxes, all while being possible. After completion, enjoy the other equally fun game modes.
2942430;Knight Runner: Blade and Bolt;https://store.steampowered.com/app/2942430/Knight_Runner_Blade_and_Bolt;Game;0,99€;('51%', '0,49€');20 May, 2024;Barkitect;Barkitect;No reviews;('Action', 'Indie');9;Fight your way through an endless forest, slaying monsters, dodging traps, and chasing the highest score possible in this simple yet addictive pixel art runner.
2953240;组装飞船(modified spaceship);https://store.steampowered.com/app/2953240/modified_spaceship;Game;Free;No discount;15 May, 2024;Without M;Without M;No reviews;('Casual', 'Indie', 'Free To Play');No achievements;A space pixel game operated by mouse and keyboardFree gamesBlow your courage by getting different parts to fight off waves of enemies
2955460;Wanderer's Shade;https://store.steampowered.com/app/2955460/Wanderers_Shade;Game;2,99€;No discount;13 May, 2024;Gromelio016;GGame;No reviews;('Adventure', 'Indie', 'Strategy', 'Early Access');15;Embark on a mysterious journey in 'Wanderer's Shade: Path of the Void,' a 2D pixel art and adventure game that blends intricate puzzles with deep narrative exploration. Discover secrets, solve challenges, and uncover a story of forgotten identities in an enigmatic world.
